transaction_amount,declared_income,claimed_expenses,industry_risk_score,prior_audit_flag,dependents_claimed,business_type,filing_history_years,income_expense_ratio,is_fraud
2982.45211586711,141163.19488277374,19850.27017425233,9,0,2,1,18,1.6102189684577533,1.0
279.92954296398875,144279.80546610287,11275.298105588457,7,0,2,0,3,0.7919570416508879,1.0
3057.34701691212,30907.654134847053,63479.26737562243,9,0,2,1,21,2.503174098518704,1.0
894.0944122520931,197428.16623931236,11662.342751669175,1,0,2,0,15,0.9649547474262825,0.0
372.0053852771336,179231.54260788843,58765.574272626385,3,1,0,1,12,2.1441559339585194,0.0
4746.983409404,182168.05837411564,32695.719112758365,2,1,4,1,16,2.146363275030702,1.0
4829.878563719069,142071.57129864822,8650.136010270751,1,0,4,1,6,2.0972123919462913,1.0
4051.5668731764827,88613.77787127122,65580.2138062321,5,0,2,1,14,2.695886268078516,1.0
1557.838157408185,181920.27034538172,47631.553908219226,1,0,1,0,18,2.3143745545366663,0.0
533.4769643316001,79557.8777857027,21153.636490495126,3,1,0,0,20,1.3187232007244356,0.0
3436.9534812351767,125660.96236817449,71890.45042361543,6,0,0,1,3,1.2869820386289696,0.0
2228.7548440110263,46954.265298460006,6484.8901680324625,6,1,0,0,17,0.5557334398899421,1.0
654.0892624816552,186732.45712256752,18540.109831227743,3,0,1,0,20,2.7707141952932415,1.0
2501.1257050507875,53930.977821106266,60907.6134410513,4,0,1,2,6,0.7586925070076929,1.0
220.22317952033106,68232.45697416924,57622.10063386147,7,0,1,0,7,1.6978032536939918,1.0
4551.135990289971,124882.80688179655,25273.920416784807,6,0,2,0,6,1.7712507184016186,1.0
1330.9609089200837,159895.81003620685,7775.9154021643,2,0,5,1,12,1.6196052886125105,0.0
3329.4853075522105,135289.7220091708,69072.01156132067,9,1,1,2,17,1.9357064966234656,1.0
1592.9698266425842,69462.76517602656,27154.7181313825,6,0,2,2,21,2.323133615579761,0.0
2624.3367048301634,30160.317229673357,18069.932949476424,2,0,5,1,21,0.9905875817173324,0.0
2756.2158827492344,158715.59865226469,42736.760321795235,7,0,4,0,6,0.6842461614337056,1.0
965.0295548513589,197485.24540488594,73087.49434474844,10,0,1,1,15,2.6435505294160313,1.0
4849.443907434565,167685.23045203538,6353.086493939902,10,0,1,1,5,1.736953152155583,1.0
3886.907475637517,108235.12508662461,61966.914778378356,4,0,1,0,22,0.818392777243456,0.0
4700.519760742736,183640.4344378481,47080.43855128059,1,0,1,2,15,2.1801825046552494,1.0
4479.3953846168615,99674.1044301195,35759.581974489905,10,0,2,0,11,1.057694355459431,1.0
3009.6048951148714,119238.79432138948,60294.19419608962,9,0,1,0,9,0.7045659381791481,1.0
4613.2774633644285,111112.06045726615,77368.48068200568,10,1,3,0,4,1.2064290753738427,1.0
488.0378851570015,106096.05835313925,20648.87825952721,8,0,1,2,3,1.242237505133668,0.0
1020.1151689747687,161782.43077996396,14060.84711055321,5,0,3,0,13,2.6710921690566645,1.0
273.8750801071634,119550.71423581363,73291.89438214767,3,0,1,0,6,1.2683762409491544,0.0
1660.3851372781585,83841.91074428672,54509.38696421238,4,0,2,2,1,2.450657060794823,0.0
1973.952583962936,73886.88850194131,36724.92366027138,3,0,2,0,10,1.9430818101499343,0.0
1393.1777072807847,36417.043884463674,47140.9869103498,10,0,2,0,5,0.7367411274144213,1.0
4152.25067030205,129143.17752011782,60412.27069857079,8,0,1,0,2,0.8911651837346495,1.0
1815.928967133267,69093.44061817581,62523.456200340224,5,0,1,0,22,0.7002891172960553,1.0
1440.6258229525347,55182.76674278513,73831.85192306027,8,0,1,0,19,1.5037202528519409,1.0
2736.34561163333,141151.0938507052,35866.89474496294,1,0,2,1,16,2.9247220632366497,1.0
747.574913625075,145805.5738296633,25592.640071493417,9,0,0,0,9,0.9519928585120758,0.0
4020.875054732496,157866.33168380323,52254.14854281783,10,0,2,1,18,1.355242690376998,1.0
419.0256862148656,115608.07237756056,35011.04824452384,3,0,0,2,17,2.5500356235001505,1.0
4935.0903361725605,181989.28288466073,48784.0809540713,1,0,1,2,7,2.689473338864701,1.0
3872.6116080184543,189178.26807769874,35338.90648110816,3,0,2,1,21,2.3384429408569147,0.0
1033.6426235941535,167253.0597647232,14780.675574219435,2,0,2,2,17,1.66771165981871,0.0
77.33447976183187,138050.89194139183,39145.8598777398,7,0,1,2,21,2.1221868399939687,0.0
4086.534070851429,81632.56211050207,56200.67228945952,10,0,2,1,20,1.6250880860238974,1.0
3548.9438520457047,197100.6366754376,64544.853190409034,4,0,3,0,1,2.621537503030701,1.0
3658.585481802887,76603.14842262951,40986.12331333411,7,0,1,2,8,1.5246785724480725,0.0
3867.7882160954314,64451.67673837328,15723.317546200871,3,0,1,1,20,2.5444851933213752,1.0
416.5210260837473,105166.19934371907,34930.95364300623,6,0,2,0,10,1.9641888324667305,0.0
1824.4053562941494,39662.89702110604,63544.63252081077,7,0,5,2,23,1.8030955252601326,1.0
623.5518446493921,196344.05899420445,34790.16383751461,7,1,1,0,6,2.141209813500949,0.0
4322.361958084188,130033.70459079221,56632.87110752512,5,0,2,0,9,1.2302975859391172,1.0
3135.3257277964117,124681.85558290979,42055.453489212916,6,0,4,0,1,1.4804062476013684,0.0
1687.9452230206134,141485.36758295237,21574.180633423544,3,0,2,0,10,2.51261011355795,1.0
364.613833915817,114494.02012212513,64303.58911777672,4,0,1,1,24,1.459949031177458,0.0
1589.362492492528,35450.79790607207,9484.435963442902,6,0,2,1,12,2.1339862933372613,0.0
1659.657444032398,134092.91910286745,43416.551772146595,3,0,0,0,11,2.1588714355198912,0.0
3661.5505827734173,151749.55908259322,19084.609636742178,7,0,1,0,5,2.6743437863676847,1.0
3205.909483208305,100847.34030608904,8164.053397685925,3,0,1,1,19,1.6091829800645825,0.0
4441.703075752816,158740.2472521028,41725.91315541016,9,0,1,0,10,2.7563235823801935,1.0
2387.463879551649,68590.2208875315,41466.28600698912,4,0,1,2,18,2.9826721083637744,1.0
641.9915173945934,67617.02048125128,57431.36942903051,2,0,3,1,9,0.9229971648250666,1.0
3580.5616967538253,57440.88790688757,60345.803364996675,6,0,5,1,3,2.2885471829376276,1.0
3815.8859906536422,93239.10916415752,59039.94462935305,9,0,1,0,4,2.245903693643281,0.0
2828.3221279690065,173992.0460161442,34536.02243459014,10,0,0,2,22,1.6403598787725993,0.0
3866.287540775077,170745.05056534093,51640.11361644531,10,0,3,0,21,1.259549645011964,0.0
2494.288202003734,95080.11535379564,47424.783683584945,2,0,2,0,6,0.5681060778876835,1.0
2637.5275054408708,130150.18511664022,35460.25522100281,4,0,3,1,2,2.0905521798682383,0.0
2166.3280408748205,152538.77380073565,48985.377452321474,5,0,2,1,5,1.2892711598408626,0.0
175.8246773832712,71005.15168676391,75938.08650638221,9,0,4,0,20,1.8804775259336903,1.0
584.062563616857,58583.984602107004,17852.818263466055,7,0,1,1,13,0.8053386605181405,0.0
205.57446914933453,195256.31884609288,72744.45137548553,5,0,1,1,1,0.6106806545156247,1.0
3200.231535755713,134984.74324563512,7116.0745767062745,6,0,1,1,14,2.5059638964240185,1.0
1606.062106327817,196840.67271172287,26745.96939342787,9,0,2,1,20,0.8073466284732653,0.0
2567.4249212652785,87418.51781247894,25187.184143087674,4,0,4,2,11,0.8434289875209723,0.0
4542.454045934161,149515.38899560238,51230.11330682974,2,0,4,2,2,1.9264745143777793,1.0
1283.996534286931,67842.61821201042,13104.321286851355,5,1,4,2,15,2.327770623525735,0.0
2081.395469026367,74404.0291165652,70940.76611166104,7,1,1,1,7,0.5199788348639975,1.0
3789.978135788091,117023.36061583608,66798.45845180817,4,0,3,0,23,1.6053118392796546,1.0
1182.5509191835313,84335.08133637211,53209.068115766386,1,0,1,1,5,2.078127622432439,0.0
431.0505536525253,58495.66585289936,38297.86504799923,8,0,4,1,12,2.3452111839544707,0.0
1484.2696919231516,74689.71933818542,74837.61524494004,5,1,1,0,17,2.869755486304369,1.0
848.0453719073219,36077.22705919699,66967.48471348282,10,0,1,1,16,0.5402993474538647,1.0
4652.003379095737,149752.01565117273,41447.26640225585,2,0,3,1,17,2.7465712787763046,1.0
4050.1958788438637,113659.83170459648,57044.24829298196,3,0,3,2,7,2.9167112089571345,1.0
3185.3485947265963,46021.32128876935,46653.606317835714,10,0,3,0,1,2.6644151330538217,1.0
4363.7299214292025,59187.9788318435,48271.55235589637,10,0,1,1,2,2.872211000723815,1.0
4028.1767806506164,47430.871479149486,28485.157346685286,5,1,4,0,20,0.7963408328415553,1.0
973.5217914858774,134140.777406899,38580.51455611705,4,1,2,0,5,2.9806190066037894,1.0
4468.16704252539,46015.76181412394,9015.350170810303,9,1,2,0,1,2.4130402681444436,1.0
2719.7440974824713,158227.99661598675,30515.84925817362,9,0,2,0,13,0.6737140609357881,1.0
4046.8287680621097,33486.8562844665,56578.7956828857,8,0,3,0,1,2.1972255434296004,1.0
4485.651934621292,72393.88395930166,76397.63434897634,2,0,2,0,19,2.257813566605884,1.0
1624.1172011107262,181413.3349016242,77155.93668275257,5,0,1,2,1,2.073378636159749,0.0
594.757026412,152150.32408078184,45790.660922616655,8,0,2,0,3,2.686690437480675,1.0
1178.2790545826113,42404.61659736691,49709.91338933782,8,0,3,1,5,2.371910380783917,1.0
2164.183553699969,169591.43776248055,17300.5312835745,7,0,1,2,19,0.9043172818422955,0.0
4099.173091316341,113815.97066183481,56538.724323201866,4,0,1,0,12,1.1254956845431678,1.0
4310.6163871189,173953.11461870096,8440.72703592774,3,0,2,0,8,1.6585540896474942,1.0
84.41304612939399,132125.76165656687,24920.797806557228,8,1,1,1,5,1.4870354954731742,1.0
2578.1991477589504,145911.61544558598,54463.97774097905,8,0,1,0,15,2.1574615565922217,0.0
2116.184465586456,198895.26526727038,26893.880128848676,10,0,4,0,11,0.8410626842458114,0.0
1149.4336618301147,69497.04280708308,6838.2093068129825,5,1,1,1,15,1.3857629367955975,0.0
643.3335683017299,136070.74770943602,67054.02152002421,3,0,1,0,5,1.1070175052025515,0.0
1721.1950984479583,108254.63630975773,26895.410549361353,5,0,2,1,6,1.2340904198307032,0.0
4717.40303436697,36706.831996857545,7859.102314118239,4,0,2,1,4,2.277099793919678,1.0
1649.8545135027384,32460.009055487055,8758.68866672062,8,0,1,1,5,0.7011887841405574,1.0
2618.013577629662,50268.85822903598,22385.427506734028,2,0,4,0,13,2.71836429343346,1.0
3529.9438465311305,140345.59589155318,16707.22793605752,8,1,2,0,22,2.1026050036409627,1.0
1849.9665317775052,126417.72494527667,62621.109069071616,10,0,1,1,12,1.5291376139556823,0.0
4860.321309468755,124083.02539783367,27769.67159336165,6,0,1,2,6,1.7144290511331945,1.0
4814.114109963451,35415.64962980422,64961.5754480671,4,0,2,1,5,2.2454764409944517,1.0
1296.3223643355525,109781.5093812012,16386.141832382767,3,0,0,1,10,2.3268880484098435,0.0
2511.3801041673078,187185.87903322984,40951.696824894454,10,0,4,1,6,2.511765289376287,1.0
1539.3476335930097,97590.61778280992,55978.859283590915,5,0,1,1,9,1.1591417786115965,0.0
1459.9604471684647,136236.81986403756,53203.295747670825,6,0,2,0,24,2.6446452726438676,1.0
232.59038940493733,162569.1748559344,49286.964564630696,1,0,3,1,20,2.576495374648783,1.0
3067.3434532004894,163267.29745412088,74211.26334870007,1,0,3,0,18,2.6377113359114825,1.0
2538.2611649828646,118277.61400719613,20596.436373419318,10,0,1,0,4,0.7020715504921713,1.0
304.8198186874473,175851.83071839716,41016.378743582114,3,0,2,2,13,0.8590486846617552,0.0
1429.2999979712265,96534.27587183699,71067.42635557547,2,0,0,1,22,2.0619034984505027,1.0
4545.916135534936,181077.84651341572,8997.819950827092,1,0,3,0,23,2.8824874841711985,1.0
1235.8313588015135,70838.6182872427,7303.396655486794,8,0,2,2,4,0.7747968155638414,1.0
767.2296168515543,77636.78918839709,20964.276141988437,1,1,1,0,13,2.3471365334001044,0.0
2472.791163373937,39030.50611383018,51742.63390442742,10,0,3,0,11,0.8402890723439228,1.0
4928.969747847474,165248.9122121881,23010.73123663513,8,1,1,2,11,2.876168149090663,1.0
1248.173593981927,100899.39015955995,17648.47105327752,5,0,1,0,19,2.5002899888226104,1.0
3377.0709596590987,68949.82436493784,38327.77828258849,4,1,2,1,1,1.22091514156713,0.0
3820.017095877152,69404.34719481855,50247.05129524468,8,0,1,0,14,0.6189959270232646,1.0
1226.3058427623785,183237.99000896965,22138.94344028901,8,0,5,2,13,1.5916155628277304,0.0
3654.670925628705,171765.82207837628,26153.22137772814,8,1,1,1,7,1.8126819880855929,1.0
1870.5265069603035,124100.25051072116,50244.06647048657,3,0,2,1,1,1.817683734519886,0.0
3179.913861438218,134738.83607067258,75821.85849318786,8,1,4,1,13,2.6297507143233334,1.0
3185.972068266429,110635.34699354946,54955.11301273279,1,0,1,2,24,2.9522501198509223,1.0
2702.0846861700543,96583.31228939751,63283.61905601111,4,0,1,0,5,1.579795136639625,0.0
496.9343617693211,185631.06980711635,31244.377296171097,5,0,1,0,8,0.9094859036747933,0.0
4184.747353166728,51354.159598451355,23963.585672603887,6,0,4,1,14,1.4424234628649093,1.0
1637.8613216100923,101135.95425175875,37978.61622660194,5,0,3,0,2,2.2803232541976075,0.0
973.2666264792784,88575.5243579388,65149.227810798875,5,1,1,2,19,1.9591701974596423,1.0
251.83695069608137,114685.62244269522,38135.0724178728,5,0,1,0,4,0.7169735333192463,1.0
2974.920068781797,107797.41867267976,68197.85647681929,9,0,4,0,2,1.0248571935604596,1.0
3403.943591119298,118211.22038068384,79135.44251352479,10,0,2,1,4,2.233811637468037,0.0
132.10975319288795,53786.226128589,8546.053261235898,10,0,2,0,6,2.245190265075345,0.0
2584.860638581441,117234.0552572571,6496.582018445184,3,0,2,0,23,2.0225594911963283,0.0
1171.1540872297928,71211.19836082585,14518.40712432886,2,0,3,0,22,1.2350923666666878,0.0
3243.6053125267767,61336.32932799251,32596.46503154466,10,0,4,2,23,0.908137887874195,0.0
913.1138235747077,41021.81719365251,13090.250104198296,2,0,3,1,18,1.072039113918832,0.0
3470.1418036072064,159650.93498854397,70041.1647766442,8,0,4,0,1,2.518891842604142,1.0
1964.3399641876601,102665.12654561519,4782.261329083913,5,0,3,1,13,1.7214156260039584,0.0
4686.813444246836,136529.42616299892,27316.039157858333,5,0,0,1,15,1.378001343935678,1.0
730.7286735226666,153690.86836180638,17221.48647105381,6,0,1,1,9,0.8397777918265205,0.0
1738.2784376987797,145483.8331033041,74728.52842213,9,0,4,0,23,1.4814417451898754,0.0
611.6939301409159,109985.12224524599,54550.03737653215,7,0,0,0,2,1.5444885937592692,0.0
4627.233410478886,95942.74992179406,73226.32974675583,5,0,3,1,14,2.715072380791374,1.0
4392.829799235856,93913.18463891283,77869.31069390029,5,0,3,0,23,2.8502843433248746,1.0
1326.8110571900202,138808.29547810956,41276.56476315743,10,1,2,0,4,2.5986195420487017,1.0
3316.921027869186,114115.04034011847,21042.57131969802,9,0,1,0,19,1.4704438533505109,0.0
4095.249890996018,174352.4821580468,17917.116537137375,9,0,1,0,20,1.897932287386452,1.0
2798.2440174173385,178699.33733554106,20164.75234980972,2,0,0,1,5,2.6029555537146747,1.0
2671.770362862232,58995.26426110814,57561.68468689422,7,0,3,0,9,0.6261327815626332,1.0
1247.1688399572358,53159.72076277336,6114.3210654710565,10,0,0,0,20,1.832081266729517,0.0
510.8587006392011,137168.1574261199,6954.802623519045,1,0,4,0,20,1.4965798903540475,0.0
4491.218001868968,81208.37717058751,49827.00656350255,4,0,1,0,17,1.4525813104530787,1.0
4507.069382958486,33157.022190066804,52438.4002987803,2,0,3,0,16,1.375225306211537,1.0
3183.8522135026765,181069.25379170236,54225.245172829425,10,0,0,1,17,2.1011595040653326,0.0
1728.1974656910684,68573.13043144741,31634.798853321525,9,0,2,0,20,1.5433145247619835,0.0
1778.5873943326715,187977.71078658756,65057.75643098979,6,0,1,0,20,1.3054205970274353,0.0
3643.4806104076847,151963.8566493031,44089.093254949556,4,0,0,0,7,1.915750940792715,0.0
4490.695786765256,159651.09328495234,11120.853510725297,3,0,2,0,1,1.4328263343558807,1.0
4441.077800112331,64248.45428483727,64376.64664418558,4,0,4,2,12,0.5867304624619442,1.0
3910.383951995238,69813.0523548582,76386.21954282529,2,0,0,1,21,1.5440757504158973,1.0
3228.0566484637243,118615.51815009119,7622.796101181618,5,0,1,1,24,0.9902241663777146,0.0
466.49282672549174,59256.974950476564,33134.05307994466,9,0,3,0,24,0.7497841629589864,1.0
850.0621347683382,81923.3877561155,40538.73545227557,6,1,4,0,23,2.6814959573937216,1.0
4497.843233209042,84648.62125112675,14278.248526030404,2,0,1,0,20,2.2295605971678665,1.0
3051.82384531497,57137.08865296989,69813.58897928154,6,0,0,1,23,1.452221140809363,1.0
95.52540550231676,64881.081677177324,24879.52265653339,9,0,0,1,17,2.9631842635355294,1.0
552.284137186859,164053.8131414036,63291.65757523833,4,0,1,1,15,1.417989518862368,0.0
3334.333757084876,58423.29527303562,54666.575116180335,1,1,0,0,6,1.1111474444255376,1.0
75.0548400387825,34837.75661346682,49049.528329960805,2,0,1,0,13,1.6837688125752135,1.0
845.9998545166184,136990.34024691954,17794.999349634687,5,0,2,1,23,2.8639061465529436,1.0
2766.232257364601,195917.1302967165,19994.17108241974,10,0,2,1,12,2.1599623598861797,0.0
3474.8812285788317,86306.34848593063,6645.827165485837,7,0,1,0,3,2.3264828539716884,0.0
3277.2082345378726,50171.469543362895,21534.85709323451,8,0,2,0,8,0.9132299405463907,0.0
1160.1330818297708,126965.84531248023,29599.157928459586,3,0,0,1,24,0.6003650243451831,1.0
3575.2871456703024,184080.21588625986,67152.18839740675,9,0,1,0,24,1.8428222941124892,0.0
1224.3829831091603,163290.5025708414,31212.23533704001,2,1,1,1,16,1.3258208440066244,0.0
1660.7285058883751,135827.6976301617,61105.87727295169,4,1,1,2,15,0.6066447668014545,1.0
3745.1324553342197,83559.6044232919,36837.05565975254,4,0,3,0,21,2.7403906057815295,1.0
3265.6828502837125,122119.6294569574,63434.86002352941,6,0,1,0,7,0.5627566896238563,1.0
4253.655881946181,45511.62302172341,78172.91323365207,10,0,3,1,16,0.5316373963007488,1.0
3305.1838168867,145420.7221277139,21467.79997043367,6,0,2,0,21,1.2479229250239565,0.0
2863.1275865105845,153266.32321260066,69400.30412121846,3,0,2,0,24,1.7431354502054766,0.0
513.6901007490578,194055.3758946862,50880.45464554465,9,0,2,0,11,1.6269897689527517,0.0
1870.1932251441958,74267.55098666219,65931.65814232643,5,0,0,0,4,1.3999441637160062,1.0
1362.7517200245409,33137.59123731385,53172.114474621005,2,0,0,2,16,2.6594456418944734,1.0
1257.7487347264637,122753.4389526156,35644.11206010956,6,1,1,1,4,1.2439633383057478,0.0
4866.402246024606,150154.38574745844,20561.770337017857,3,0,2,0,23,2.1319743769959283,1.0
1995.833737100464,164369.27090010795,8392.712350499707,8,0,2,2,23,1.4965198011040646,1.0
4465.630448126711,62935.618614217805,44234.91406347521,3,0,2,1,11,1.4716868257338307,1.0
3174.1361986864513,74497.98773629402,79255.10927856865,5,1,0,0,24,2.8320227462348573,1.0
3984.31595253116,117140.45729544037,59829.21898609388,4,1,5,0,16,2.243618200309978,1.0
2538.053610870701,86202.13769490032,28205.60668772428,4,0,1,1,16,1.845515621593051,0.0
2905.6742289004774,176286.95271986566,66694.76960667862,2,0,1,0,7,0.9365524524095885,0.0
2487.9625844033762,110539.22613558244,62211.76801358331,8,0,4,0,23,0.8439812395627995,0.0
1016.4527896003202,165928.3694973405,24685.95608821617,3,0,0,0,6,0.984119161528249,0.0
3626.1379705444515,128705.35928200014,4101.67671415607,4,0,5,0,22,2.0673414162385795,1.0
1439.8231940822361,161425.32407490903,12098.52316711412,6,0,0,1,10,0.6400466937369396,1.0
170.3640338356965,86554.40771015505,70552.57665402844,9,0,1,0,19,1.6602483559798373,1.0
3245.0878647404807,171340.8257281529,67415.35371847512,4,0,1,1,20,1.6493740662926606,1.0
926.6978630648923,76677.29364367368,25731.09306763391,3,0,2,0,15,2.794512209248358,1.0
4705.269992546926,122836.79736055943,24960.04782390037,5,0,2,1,4,1.4248071709349932,1.0
4771.946456162807,66381.20923955861,64050.60400689027,9,0,1,0,6,2.7414866589560307,1.0
4578.57873159122,110839.50867645287,75205.7851819475,1,0,0,1,19,2.0377041093307686,1.0
1882.2855662644497,84089.78561647954,62993.568773415194,5,0,0,0,20,1.4752451105818736,1.0
126.51025181789377,75339.58320832642,49629.558131368634,4,0,1,0,22,1.8164560806300172,0.0
4645.176884809241,194387.45306476636,21685.693975548947,5,0,4,0,12,0.7355600663025734,1.0
2169.511534170706,57212.597932744204,43482.58938533507,7,1,1,1,6,2.7240489598821123,1.0
4834.941354266164,163845.3923677572,20980.413111681377,7,0,3,0,13,2.0787429205643497,1.0
4819.918886591801,197308.04311214652,65216.87934745157,7,1,1,1,5,1.5890280398913519,1.0
4272.396804563432,33383.252235813234,32796.003122865775,1,0,0,0,14,2.439344678281687,1.0
1507.5220157444492,148834.66038715615,67194.68570854003,9,0,2,2,14,1.5112280878353537,0.0
1956.23375657953,72995.00694456881,32383.909784669846,7,0,3,0,17,1.6524647694559143,0.0
4263.126524008441,36882.93013581175,66459.50420039163,4,0,4,0,22,1.555062492610739,1.0
1618.7639255235745,98491.22842262723,28665.47176772363,4,0,2,0,4,2.9913795595035797,1.0
888.9890960961578,188987.02772904874,36890.218255560576,2,0,1,0,8,2.425453610971313,0.0
2806.1662491688335,32000.066042389608,50392.60828938463,6,0,1,2,1,2.8219740121573738,1.0
4683.966132095866,129940.56762806288,8412.14628030374,10,0,2,0,12,1.449116344901535,1.0
3495.3474935411164,115237.40136120513,76011.94375979077,3,0,1,1,13,1.725421797757171,0.0
2871.8027919423566,178475.30794307808,47167.64553153285,1,1,3,0,21,1.0033943667358556,0.0
531.0236441653042,44280.29146850636,42102.14113119178,5,0,2,1,20,0.5253311760277963,1.0
3094.2857721608902,145859.42508073058,67633.33577623323,6,1,4,2,5,0.986939031652506,0.0
4950.766558016103,145618.64873365714,69663.73020205573,5,0,2,2,7,2.8223156534379124,1.0
743.4158754207939,143743.60286658816,43214.05114873423,5,0,3,0,3,1.6409295713109628,0.0
2615.731779200497,190196.86413895627,74399.19908611008,10,1,1,1,19,0.8271141860105489,1.0
4392.996706043379,169924.87993116968,7984.8079878890085,8,0,2,0,7,1.6314324266977884,1.0
3716.804657883312,37135.363461396024,11718.38600334375,10,0,0,0,17,2.4818403609726105,0.0
3500.2279179265765,110084.08461976724,48952.69371111189,1,0,2,1,13,1.7519889389806558,0.0
3527.296215736191,97652.01955422669,30263.071358105943,8,0,2,0,24,2.8420608812174324,1.0
1829.481198537788,82725.02758543636,38745.33779656831,7,0,3,1,19,2.745904190528399,1.0
1503.2796291092423,106727.24327619653,28262.099778081825,1,0,3,2,13,1.6831229384083866,0.0
4056.3377196186425,95313.01143741616,34163.848981260046,9,1,2,1,8,0.7073948894209954,1.0
4060.0613036619447,103496.7629793731,66343.76873026506,4,0,0,0,8,2.261117419669257,1.0
4342.007976971513,196474.51715346923,48697.66738878146,7,0,4,1,13,1.390947658583662,1.0
4570.540735154533,45067.60570742873,79795.53029482937,3,0,0,0,2,2.46432014801864,1.0
2581.144874361642,186779.24787258406,63589.69823221415,8,1,3,0,3,1.2721704726371685,1.0
2532.505658701638,111640.24129007454,24072.30156584065,4,0,2,1,13,1.326556419675513,0.0
4001.561135885537,136036.181734922,23354.57406495561,2,1,3,1,17,1.8558014137450378,1.0
3267.3214573499376,171131.10432500797,28864.16679900955,2,0,2,2,6,0.5622444999123828,1.0
3524.7360424256317,91278.71495537343,67930.98000987619,8,0,2,0,3,0.9241416574782262,1.0
3989.1737137087002,103171.72437495437,5101.149100093551,8,0,1,2,1,2.6285357618328433,1.0
4455.5264419969535,99618.14164738137,20723.958473086845,1,1,3,1,15,2.891431293237708,1.0
1723.0760264151022,93704.27383107918,72678.71836650856,6,0,1,0,8,0.9802164649012841,1.0
1909.1356155677229,187339.98467997214,52272.0255784104,9,0,3,0,23,2.431167226769365,0.0
515.2106022123015,170918.08150281204,20467.226353581344,9,0,1,0,12,0.7796563863113624,1.0
2912.4866979310614,48529.99827670594,19874.162553908685,2,0,3,0,7,1.6817269529930707,0.0
227.91425529387334,48380.96992110633,69421.59383547615,8,0,1,0,16,1.771170374139548,1.0
2354.7101897556777,102737.8175250085,71819.32813733257,8,0,1,1,8,1.9093186202647912,0.0
2736.0909418025044,46771.75404457754,22722.094004082875,4,0,3,0,9,1.4035975859140308,0.0
1468.379198035008,135245.82619609035,35379.29757189298,4,0,3,2,8,2.6402958870470496,1.0
2974.624639816603,54427.57323449476,67263.87187438042,5,0,2,2,6,1.2586425727235044,1.0
200.97623719829468,118803.45487435618,62367.572772961175,10,0,4,0,1,1.7130712141755486,1.0
234.87353430861137,31227.39099063202,65671.5402055885,7,0,1,0,16,0.9845891533796263,1.0
4121.8727752653085,83821.37923014993,42916.6606906736,1,0,1,1,1,1.9321262796927925,1.0
1832.9436749857514,145122.42302435142,73189.27671949833,9,0,1,1,13,0.9929288534676263,0.0
